0153A7AB 00B52719
00498B7A 02BAA367
00ED29FF 01445D88
0017A0ED 0076315C
00ABA485 010A9B00
000328D9 00950E87
01B8F3FC 00618515
0032EFD3 000B168B
017E361A 01A1D75A
005D0C66 016EE44D
0033B918 001DCD08
002ED1C3 000E7E8A
00A32262 0023E4C1
00827E68 0025951F
0011B870 00215200
009CBA5D 0200160F
02380ECC 02E99871
003438B8 0079E216
0019EFA5 008B21FF
0037A726 02F82298
02234CCB 00219A31
002DCC79 00F53D9E
01A48510 0158F121
000EB899 003821E7
016DE571 01A52488
001543D2 002B84CF
01BD9994 0252BE6C
0034CBCD 004D21BB
00DE4AEA 02F0B5A8
00710AF2 003CF08C
001C1185 000058C2
01BAE237 0130BE63
00C28BEE 00403D14
005779E3 018F7659
009E24A1 0059FB11
03CEFE15 00E57BE4
004638A9 0084C71C
005736C8 0039B8E9
006325B6 0240758C
00CB823D 04030B75
00D072D2 001F59DE
00026E31 00F88E25
0081D509 0260A006
0295D6A8 0104F63A
00372433 0099365D
00FBDCBD 015411D1
0022B600 0013FBE7
0084B9BF 015976DC
002658B5 00080FD2
015786BF 00929046
023F3C5B 001EB5FE
01617300 003E07D8
00101884 03E61236
0047BDCA 010A5389
00A0E796 002D0298
002F653A 0107ECFB
00B51D02 0042123D
0073768D 0049DCDF
00DFE0B0 00372A77
017E6BDA 01575349
0001A98D 0103F283
027DF3E0 012DFEF0
016E5D66 01D93946
019443DD 01A625A0
003D1C50 00090319
01A932E9 00957D90
054D58F0 01358F50
0075BC1B 0179037A
003E6E8E 00AA41E0
0145CDBA 015F73E0
00D67343 005B34EF
00CA95EB 01A35250
01020E89 00C04928
0036116D 0342E53F
007D0D72 01CA4F21
01764B27 034950B1
00783AD4 032F4BCC
00E94560 00F2AD94
002B1E46 017A28F0
00E02DEC 02C17F19
0081D51F 00387DA7
00A041D4 041E876C
00D35096 000A4EE3
010034C6 014AAB97
02D3C880 01F328DD
0363D25A 003A4919
01165852 007CB666
00E55D56 00736C22
003A7EAB 00D83392
018BEF75 005AB03A
0062DD8E 00704227
001E5254 00951FA4
0043A186 0095A6C7
00B2AAEE 00689EF7
0058DB65 004BD358
0114852F 011212F3
00DF42F1 0005FD2A
004168A2 01267F51
005FAD2F 00220125
001ADC9B 00A1663F
02C45DC7 00257E60
058A7B4A 004A2AF7
00840142 003D7F6F
00984A6F 0039793B
00F004BF 018C82A5
004CF847 00284901
00DD284B 002DC24B
01AEEA3E 003E21F2
0002227A 0096CC58
00F35B7D 0075FBB1
0140ABDF 011599AB
00256817 0025E667
017EFDAE 00C13C2F
016E9D4C 0368A272
0064C1BF 0030E686
003C6378 0181A687
001DBC76 001FCE3E
0485E7E4 03741E08
00AE7721 007AB62D
00064666 00F986B6
00067ADC 047C1E65
004848B6 0146B51B
008F4281 0101C85D
00CB651F 00C49E13
01E633D8 001184EA
00632085 00536BFC
014BD969 007FB871
00D5EDBF 011DCAD1
009109A9 0065E5EF
02EA8527 0041D736
01D7D390 006ACAF0
00DBAC4A 01F57DAB
0165864C 0037CAA8
0026ECC8 0036D627
01205CD9 0114549C
003A3B59 0024A170
00489009 00B2149D
0220C74B 008ED7EC
000752C5 00DF3193
00003D4D 006B9CF0
00AA2D21 0099BBAB
00558B8E 036EE5DE
00B4F47E 00260734
01495B81 033048FF
00D59EA6 004C67D2
027595A0 008CAB00
00C80B44 005B4B1F
02E9DA3B 002DC028
01D64076 00241D27
010183BA 000C704C
0062FB63 00F38310
00570EE7 0275F410
00806AAD 006096D9
01B8C3A3 000F1F34
00B8101A 0011D4AE
010D9E1E 00032042
0091D378 022700DA
01E6204E 0045F5E0
04781487 02FEFC25
0118DB1D 0134467F
000434F0 00178C28
000E8A0F 000B0106
000F172B 0007FD42
02465F3E 03D4C3A2
001543A1 00152D31
008CA9C5 009365BF
011C12CC 00C11D71
0162329D 01B07AF8
01FDB55E 0141775E
01F1B4C8 009EA258
014BBFC7 02A72993
03EEFAE6 01D11847
00F56CF8 022EA8ED
0032B088 02064122
00262121 00144B09
00FE1665 01E2D61A
011C0DE5 00C92813
01DE25CC 0096EFA0
00AA5B07 018799EA
0018D711 01B13E3B
013B7B86 016DAA16
012E2239 00221963
0101A9C6 000146A6
018CA92C 00045BD6
003767D4 00EE4F14
003DD030 0026C664
01C8416C 01F4B27D
01B2CCB2 00925A6B
01170508 00A9536D
00B07BDF 00231803
0001C3D7 00782FA4
00717312 01741879
000A51FE 001F3CE5
00B305CE 008B3B9E
00231E1E 034CC0F3
00A1552B 0031D2F0
011D265D 0157B224
02E95FD3 00368977
00693286 015F2BC7
01C386BC 02B994A9
0247360D 02074FD8
026715A3 01505C47
00701476 00367E5C
00C7C39F 01FE1716
0059635C 000733AD
01661CA0 00383211
00CB8F37 01AB4093
00478FF6 007160FE
001D9E31 0053F273
01670783 00D3DA39
003514D6 0024074D
00A5A58E 013D5075
00C59E4E 01130E43
00A87F23 002DEA41
01C0E8E9 00DCD712
02CECF2E 011D751A
00288AF4 01934581
002822F4 0024EB8D
00C09E2C 007EC37D
0093539C 017D3D6B
00F73C97 013F41E0
016A0E6D 0054A9C7
00B27C9B 020698DB
0047D9B7 02AE98A0
00331845 002015CA
01995418 00532E8F
005A665B 0207D68B
01A53CFA 00168318
016094DD 0090E96E
002AAAFF 017806DE
004D14D5 018666FE
002B17A0 007478CF
016BAF65 03A53ABC
00CF3490 02A743B1
023AD101 003C1D07
0218865A 0087058C
018AA682 015BE5D6
016F02E4 0161B2FF
01F6AD59 0011E2D2
02BBCFD5 003127EC
03197AC1 001B45B6
002D9C69 00D9BEC0
016CE298 0004FD1A
00B67214 000EF454
00198BDD 02998A25
0213A1DF 005762A3
00D4C9F0 00EF9C84
0104AB46 01A07BA8
004C99ED 01787DB5
0096FFF3 00636300
02933000 006F3F5B
0098C122 004D7F08
00D96280 00F887F9
00394981 00C69E5A
013495C9 00682C41
00478B2B 009F7373
015FB203 04D9CBB3
01188A21 003AE063
0490794D 0014F71B
005E7E5B 00FF1FAC
003CE536 01835963
00DBF5B2 00BD693B
009A26A4 002D1602
004FA451 04C33981
02F57114 01F93469
002D1ED1 004AB7D0
0170B212 01092994
04610B2B 00871763
0100D642 006D532D
005C672E 006681DD
00489E55 0396ECFD
01036B46 00291710
013C2843 0088A1F4
0063F32F 007CCC58
003D1F99 01BEB286
0014A7FF 007AE284
01154224 006118E3
0086048A 0036CE37
0010029A 0038879F
01BE20DB 0174855E
000918B8 00F9E8B7
005FE121 007B9159
02CD4D76 0198E625
00E42F07 00138A35
006AFE56 00081446
0074D271 001A5F09
01AF59EE 01464D35
011ED70D 012E1046
00421309 000CDD18
0069F29A 01D2A3B5
0106556E 00D9FFD4
0704F785 0054C43B
011E5C76 00042A14
01D9C609 00566205
02D272A4 00705E04
03985C3B 01B0D815
00E40F23 00331E19
00D5B5CD 0198D8FA
00EF64C6 008AA4E6
006D97B8 004FA2AE
0243A87D 008B31D9
024E686C 0058A1CF
003A4222 0054FBC0
005671B4 00AA5D63
0098CA03 0083C3CD
000D81CB 0128A0FA
00AF6C3A 017534FF
00284EC7 02480558
03E77786 020C9BFE
004B1724 003A48C8
0045290E 01DF21DF
02BDBBAA 012921C9
0055B24F 02EE7083
01527AB2 00035CEF
000D923B 028A6C7B
006ABFDA 00DAAE3F
01475D19 00A37665
0030DC02 0104CEC0
0061CBBD 005626AF
00718B46 019D8BE3
015D3E1F 00206100
009BF89D 01444126
001EA750 005E0805
022E2E2D 00D94274
019279A1 018E3977
009375D1 007985FB
02E07F8A 00A6698E
011064E4 00372B11
006043A5 0329C221
01261E91 00F7CD9C
0161756A 00326A73
00584FFB 009F0032
022E82B0 0092856D
01114C92 009B28F9
00DEC73A 006A5B9F
00C474BC 038347C1
0071B8A2 008BCF3C
013F07C2 0000402C
00C250F3 01D21BB2
00A3DE0A 006F42F1
0154406B 01E455C7
022ECAB2 00071D26
001C1AF9 00683572
01080432 00742940
020FE2D4 018D805F
000DD624 025F0A34
011BBB9C 0010E4F2
011B393A 009B997A
00DD445D 00EC951F
024A0299 01DCB09D
011915B8 006FCEFC
005D5719 00BB370F
071E894D 00907679
00590552 0104B4D9
0016D11E 02DF4ACF
0184672E 01E09005
002F168E 00A91104
00E0D506 01F83E29
017F4C38 002D9149
00356F4B 05901DC2
00015D69 01264186
009279DA 009D4165
006585B0 004CF409
0039396E 0129C6EC
00DA7D9F 00CF45B7
0222284E 0022127A
015A8D1E 0074C74F
00FFB7DB 0007E4D6
01445936 004ABFDB
0058C8CB 0256B89C
04AD043B 030FF7A4
007AA388 001DC80A
0031EBFB 00A58C28
01689639 00D26BC6
004CBF73 001A98E7
006D052E 01C222F9
00C800EA 004BEAA6
03BF9ED3 01B3EAD5
00236948 005DB715
00642AED 000E99E4
00E3A9B0 0025E8F0
006E26BF 007116AB
0039333D 02E63611
00F6C181 00F2F18B
0090FC74 01A1BB40
0000E76A 0012403D
024C8309 003DE6DC
022840C3 0004A325
010D2DA7 003AE6EF
000C06C6 003BD77B
00F10EEC 014C6551
008A8871 0081BB15
00F21578 00871833
016CBACF 006FF573
02AEC173 00404557
0051D17B 001715B7
01EB8C0C 0467B406
00A68259 001E4E64
004DB198 01872F7D
0040BA7E 0036ED45
0077ADE6 03078BCA
007D5875 00D888B5
000FD33D 03A3F7A4
010AECEC 0053DD4F
01E4A950 007D1561
00039551 03B4AB6E
006E2AC4 00910E73
0165900F 00FE8798
00F4829B 0060C6CF
00243F28 00365C0B
00EE037D 0084E16D
0157092F 00E903B0
006A164D 006D9F71
0032530E 00E074E0
024B7DD7 0244862E
0070485C 006ECE07
013526DF 008BEE58
0055182C 016608D0
01FBBD0C 00F1EC1D
00DEA32F 00223FF8
00176ADE 02DEA642
01D3FBA7 006539A2
01E7DDAA 009B4EC1
000A8D8E 04488E6A
0079949F 01C800C2
0007591E 01374601
0048107F 01392CD6
006FABE5 01CF36B9
00B32B3F 00DD908F
00485588 002A699F
00687F35 017B7A46
013B991B 0080452C
053DCC1F 01ED2A63
00B9E518 003D3D98
027F5AF6 00A7450F
006FF9C5 0129DB02
00B9328F 000DD4BF
011146CC 02980337
003CB46F 01583C46
004FD68D 00221723
0000E98C 0206F226
00F9918F 01109309
01B18CE1 00EC5CD1
002699E4 0026470C
0128BC6B 001B4B04
0049AF66 01969733
01AA7D1D 004AB494
01C2D6B9 0009D843
00220E8C 000A6242
001D1E5C 007318CF
000D4898 007F7EC8
0133CE0B 00F1C0F3
021022E6 019D44B5
01062C16 007A3AAD
010D2986 00007622
0059BD56 0005B7C7
013A8185 0010E30B
00905E73 016AB4CE
01EB69C9 0058BDD3
00D6B6CC 00829D56
0055883E 0018A1FB
0142879B 00020B6F
00D0A9B0 00B039B0
00B6F54D 01A6C192
00C388F3 00E68070
013A524F 00DBF8E9
00161411 00A66CA4
00F3A493 02C356C8
00998C0D 01EE16DA
00772063 015FEB99
011FB363 009D805D
00369DA6 00575132
01598418 02BC16BA
008B736C 006B93C4
024751DA 0009C857
00973FD5 00FCE2DE
01E9F593 02C9F2B1
00E1DE37 000ADC40
002C8C26 0280C31B
0105D521 00538BFA
0063FE14 00660DB2
003DECA6 008AA8BE
0153FBD0 00646E6D
0036987F 015800AD
01D0CC35 0119133C
0107A829 02238DCD
00AEE45A 010E5472
0102516D 0016AE2B
00C7EC9D 014EE004
01A38800 025AD04B
00011660 00C2815E
001D9623 007514D5
06716297 025BD513
0145FEAF 00063AA5
008F4FF0 002DA991
002DAC83 00FBA3F7
0008083F 0062D14F
0103BE06 01A444AF
008D0F9F 004E6494
015495F1 000EF1D9
06487AAA 0087A675
0067DC7F 009DD8F2
01A4EF5C 00D392F9
0033D80D 005FA2CE
003C30D0 00C4B560
00BBD090 0043E50C
02FAF8DF 001758C6
01393D4B 00B79B48
0149D0A2 00165A62
0135319B 00C00DD3
015F69A3 00E70C7A
01B67344 00699DD7
0219A124 002BF840
0019B1B8 01F1C5CA
00B24E40 00E4E444
010C0F17 00130EB2
011D66CB 009BC3C2
002785F7 00174180
00C1A1E9 00A1F3DC
0025E70C 009AFAC4
00576AC3 02A00C1A
014F8527 003CE8E6
04F700B4 009DD759
00D63091 01AC2132
0032F16A 0030A491
003F9795 0206582D
002A2268 0185F0BE
003D5C62 0018F521
01C638CF 00D9F96E
0029A277 01886788
002F66A4 01AFDF9B
00E704BB 00CFA347
01531EB4 006A4FB3
00FD17FD 00385A6E
02D4749C 01400A89
0084B11C 00691777
00CA1DCA 001E0926
003A79F5 002D3E34
00311E64 00D42C38
0060E957 0010A83B
00DC2693 0109D9DF
00A12E41 0151A8DE
001E0EF3 006B35A7
009DF422 0006E649
01E85DCF 0085B740
01122F2A 0022FE91
00C0FF83 00316A41
0060548C 00F65D7B
00F79E71 01D80696
00749934 0002B9FA
01CD11A3 002F8138
000B16DC 016C66D0
004FB5E2 0001B77A
00A169A7 002B071E
002172A0 00B06CFB
0026FD85 0038A0F6
0158CDBA 0043E649
013C648F 003ACDF8
012B46FB 00279D96
00A0A23A 001672F6
005B0B0E 00541687
003D2BD3 0104765D
001E035E 010306BF
00E78D1B 0127FDF5
01B391D9 00C8B2C1
03821FA8 0158282A
0043280D 02A29FEF
00BB0673 011402BF
00B6035C 00236FB7
02CF4F97 0034569C
01699BAA 00601B1C
0025C3AB 00A303A7
00053C2B 00307B43
0008047E 012DE738
009F0B97 00126031
0146A188 00EB6217
006054AE 0029425F
00C11361 0007826D
000D9B8E 031D729B
00C6C522 00072798
008C57D9 024A09C7
00DB8A29 0449A3A4
02902D3A 025B3819
024429EE 004332BB
0102537B 00C2C779
027B9E9D 0028D626
006B5868 00978896
00F506CB 00CB9CEA
0214949D 006FDBB9
01ABEAEE 0046E439
0005DF7B 0125B17E
0003AA7B 02067515
0222F359 006A8AA7
00888D21 034A5DEA
0005A6AE 00C32A38
000F770C 003195B5
01AE9E33 00D1E407
003D8469 002986DE
000FE89C 0081706B
005CDB75 0041548F
00B77F17 000176AE
001145DA 008D37F3
01E90153 0371F82E
0053A190 01FE88C1
00267BD4 00BC3F28
007AB033 003B95C7
00400E5F 0585FBBB
0176D059 0062A01E
019EBA81 00775320
00498358 00E8B98E
00964D43 00F183DD
004E3636 006AD8FA
0054EC30 00A31A58
001B8FB8 005036E2
00AF55B1 0033D118
014521BC 01AFC58E
0235681C 002E1BE8
0003CD2E 0063F242
015A0A80 00BEEB62
00096F25 005FF83C
00000C55 01A6158E
00C94E71 0003C295
002285C1 01B12F59
011AAA40 0212CE41
002AEA98 001B2EE4
00B06FC2 004B4D5E
0087F96E 02A4103D
00DA7BD2 00805540
003D6047 009A048A
0029BF4C 006B0518
00E88A54 003413EB
0025B526 000D5FF0
025CD824 00296E90
004CDCD9 01CC793A
0005AB8B 006D573A
00978C61 0058DD75
007ECBE1 006E1117
0143EE0D 00C826B2
0229E2B9 0069365C
003B7232 008CA318
001C3759 013ABEC9
000C9BAF 0056F877
0004CE3A 02308B83
00B022D4 003607FD
026F5ABE 012438C9
00E415C4 002D75B2
00626B20 0128BFB8
00706EE3 00FA2B8F
027D5A9E 010BBFE9
02A690CC 019ED56E
009DE25A 02914328
00101F3A 0212C7D6
0071467B 02FBA06A
0000F15F 001D5B2F
001EA3BB 006AB2F9
0184DBBE 006AFBDF
005B52BB 00011508
0293AE68 02081AA0
025D7628 006A8ED1
01DA7435 0281BB72
01EB7BB0 001F94A8
020C7D48 00301172
00815710 0042C8BA
0016B187 005FEF16
00BFB8AE 00CE82D9
00341FEC 00199AE6
004B0CDA 02FBE524
002DF16C 008592FA
005830AE 0034571E
00405393 00126A68
00295206 0065EAB0
0072F686 01CDCB5A
009C847F 009981E1
00E6369F 0093F78B
002FE325 007124DB
02AF4F2E 00846FFE
011A357A 006E85E5
010C823F 01DC1D9C
00D2F99F 00C21D3F
0176B7B4 0081F6E1
00C6ACCB 00242628
013DC2F9 004E073B
00B44FC5 02558B72
00CD2791 0018DA8E
0148C939 01404478
027725B4 029455C6
0031D2FD 00223939
005CE1A7 0000F867
000A94C1 00A170FD
014054B6 006A90B3
00670ECA 00043FE8
00BB16CC 004524F6
010BD0B5 014E9C7D
007AC0E9 020D4553
0139A6B2 007BF6FC
011CCD89 00D13A10
0185FAE9 006730A1
00C5B2D6 00C30115
00598F77 00C82D3E
00BC791B 00CBA2BE
00557244 002E3103
06154098 01B0B3B8
000E9255 00B8B844
0000D782 00DEF705
0049F162 0023AD95
00D7411B 00CD6EB6
04D4898A 00AB5AD0
0020A7FC 008BFFEC
00665B4F 02A70994
038A5090 00CB6ACD
0361BA60 0014984E
00223B42 00B2C6D3
01CDD3D1 02C40ACB
007FBA17 0076F35F
008AE88D 00122C18
00C93E4E 008939D4
05B4A375 02984CCE
0058D21F 00763A8D
037B45DF 00FE12EA
003C5FBF 00E85AD0
00198390 00F3FA51
00F7A13D 00243D6A
00828586 00E6E100
0383BCEB 000962A8
0037F608 01F550EF
0102BF2D 021A1905
00178637 00B7068F
000180E9 014253E7
00105133 0030199E
0092099F 02BAFC8D
00EBA010 000A0F79
000F6CED 0133333C
0267B78C 02DDEAAD
004926ED 00F91202
004522EA 014D823B
01B7FF66 00294F22
00E28465 026769FB
00A6E16E 002FF0D4
011A32C5 0021E549
0003555D 0017CC34
004C51C3 01CC5557
0065F028 028D4B4B
00F0F02A 004B4CFA
009C3E1C 002343CF
0020C0A9 001E26C3
01C46C53 00357FF9
0127DAC2 00AB2D60
0151B07C 01544490
007AFBE6 0099BDD7
0066E200 007FEB7E
0038A53A 002CC838
01463DC4 00778808
00F65C0C 0085F5C0
01AA9801 002F0C72
02114172 021F08F5
001C063E 015E6A69
017DB7CC 00F7CDB6
005660F9 008014A2
0143EB02 00A28027
01BC9BF0 0014414F
018BD35D 04E8C189
004FE8CF 0053C10F
00056F2A 009C3A73
025D4039 01BCB9C2
00014CE5 036B0E6D
018994C0 0129BA58
00711452 029FBA4E
02742428 01475E82
0053AE3B 003847FD
006309BB 06AF87F7
00425D6E 00424889
0059027F 00303514
0074B733 00296984
003DF2C8 01DD68FC
01BEB243 01237CEA
0047039A 000842C4
01C957D9 01502795
01574EB6 0003C9A5
0124BF91 01F1F465
02F734FA 0103FD3C
0343ACC8 01DD55EF
00D29E98 007BB306
00E5AD4C 00782ED5
033A4836 005DCDE4
0003617F 005851DD
01419329 0023DFAC
00884ADE 0012CCBC
014B06E5 0063C5A9
00500478 0279ED40
039FEE25 02DF0914
0144FCC7 0090FB34
01120427 009D2DDF
009BF38D 01039ABF
014ACE51 00DC1A5F
00EC1CE1 007053AD
02930023 007BBF5D
0037CF0B 04401392
0023E41E 0058B89D
002E26D4 01076F72
02DA4908 0025514D
00621E12 00C9E8F5
0188F670 00AC0B0C
006A7380 01A5F8CD
014B3EBF 02493220
02897847 004552DA
0097238F 0039FB15
0168AC10 012F2A0F
009CD754 010F8E35
0017ACA2 0006AEF5
00951335 006BC24B
01DC547E 012EE7DD
02BC5692 022A66B0
01322D01 0052B651
01A72885 004900CA
01C9826C 0121854C
0424D554 02CC4FF4
019C13FB 00FE7B36
01EC20DF 0068254D
0016B82F 00BA52C8
007B43F4 00C39D49
00B778DD 00E8A375
005DC154 00105991
03DD7F92 019C6552
01F0633C 002AC9F6
00BCA81F 0012F1CA
01C95C54 0092C894
001922D8 000A7CC9
002650C8 00DBBB16
00D7EB72 0060B245
023F14BF 01A795F6
00C6FAF7 01F5A966
03FEAA3B 04026F3E
004E765C 006B4C90
00EF057A 01E2E843
0284F54C 03B51152
006A8B80 015CF2F2
0077A5B5 001A5801
02AE68AF 00075DAD
008FA3B3 03AFB436
018CF141 021CD053
00818418 0125665E
00D5B3DC 01CC10D7
00259E8C 01272DA3
00D4D016 002F3D6F
00571FBD 00492FA7
010C099D 00AF4BCB
01D35830 00CAC0EA
008FD403 01BDAF87
00234930 0058FFE5
00C265BC 031BED45
01C09252 0043C164
02FA9EDB 01507F7A
011F9B5D 02535C7A
01440D4E 00D2A6EB
02E01103 019A5C46
01016374 0042B3A1
0085A847 00551021
00FDD5B6 0217EF3C
0283EDB1 0081C1AB
0248A526 0030EF50
019A7EBD 0027AB60
00819CAE 002B3BFF
039494AC 0021C930
00B47E17 020C22EB
00064EC2 006310BD
05270672 019077D3
017CD207 0115650B
02CA6159 021C4AE5
00C3242D 006BA774
00A01F5C 021B089F
00609938 0115DEDA
017F80C5 00669D2C
0211F2ED 02762BF0
0018D6F6 020E7C94
01A03A91 007693D1
0055FA4A 01CD4238
006F9628 0368B699
00A43A57 006703B6
00A6466E 005416A9
01DEF2E8 00BD9F5D
01E57A78 01328C5D
004BB302 00DE2B01
02C20A04 0017D514
0004EFB1 00D31B56
00D54005 0032EA5B
00BA326E 001A14E7
00B18290 004D5BE8
01037965 00CE2BDF
0011C920 0029CB5F
015CD215 01ABA1C8
01890A39 007E8C84
003A30ED 00760D30
0068C3E6 005EC6E5
00024155 004854B1
00000089 001CB799
00CAAFA2 0164E534
00E5D8FF 00187EB7
00F7ED1B 00482746
0094DD29 0044A91E
0035D469 005B1546
0020BAC0 022D81E8
004B205E 007DE79D
00BD637C 00D27B0E
0059CD09 00ABDA32
00668034 0072248E
0045BF96 000334D7
007FA11F 02B96109
01845A26 021F722C
009D21B2 02DF4347
009EB6E0 03A0705D
032FF833 012CF45D
04FB15C1 0043E1E8
01C03371 005E9127
001BEADD 010AEB1D
001EFEE5 03316E32
00FC46A3 012594BB
024FA90D 00184D7C
00BF518F 001B4D36
0157E9B3 000A4DA5
01168AC1 0806509C
02CEE272 00308EC0
0020666B 00BC29E9
012FFCE1 008E68E3
003CC1C2 00A89D2C
0499419C 0072876F
002160E3 0065C484
03A63034 003BCC9D
023149F3 006A8451
00096DB3 0231ABF4
001CBE31 00853C59
0032D52F 016C485F
006A57DE 01E69FB0
009F82B8 0010ACA9
003F64A2 0074CBCF
0426CECC 0013B877
00239B48 01C6E614
00A2DE86 00B64763
0037DC27 00CCDF8F
018F5CF1 00713587
00228564 0285E961
0075357F 0141D7AC
00FC8F91 001B86BF
03AC51BC 012473E1
003C0979 002C7242
000C6727 00A24A38
00A231EC 0092A9CA
003F3815 0035A4D6
021B21A8 004C44AA
01C2BF33 0017E7A6
0155F6A1 01096EF3
00D7CAD1 005551AC
002E0330 01A0998D
02515E38 00E28157
025BDD95 02E491A0
0011500A 00435317
00063887 0616C4E0
006CB2EE 01B6523E
047F841C 017BC954
00BDDB27 024B5C45
003AB6F8 01FA8B04
006397F4 02178456
009BBDBF 0280B38A
019CFA3A 0001A237
00E9E2FA 0021FDD0
00656ADA 004A7BD8
01B4276C 000F6C5A
0034BA60 0396F107
005B52B4 0206DFBE
00AD10FB 0060E8CC
011E195C 00045A2F
0193A460 017B1DB5
017B33BB 012EC68A
02259721 00760DD1
008CD501 004134C7
00A8B743 02394A95
03DECB83 00A2865B
00AAE5F4 00F2F2F5
03344773 04AF7E3E
038D2D0E 00A9AFB6
023D18BC 01EC7AC1
003C0122 00A31A6D
000D7386 016E111D
000D0A1E 015F81BC
01E2E28E 004D91FB
00BEAC83 001F65C0
004B8C4C 000602DE
002C277E 009EAB7C
0007CBBA 009B4447
00134D5A 00DF0860
01D8739A 018A8AA1
01D3C696 00E5F940
00C09066 0027CECC
001FDC49 022F7099
008052B9 0124FA90
0061256D 00DCBD65
034DB029 01162EC8
027A0DC9 003DBDA9
0176AF1C 025477BE
0059A34B 001B44D2
017BC449 01DAD4A4
00865232 01237195
0037F062 0247F078
0061BCBF 030BAA01
005056FB 02AECE1B
00F06859 02930ED7
0096EB8C 0013A838
0089CF75 00483E56
041E080C 02A58122
0089207D 01674BA1
000EBEC1 011B3767
00B204BE 004D4AF2
000BD501 0101D635
04A5BBE4 0172869E
009083BB 01966700
00294359 002A69F7
006155EE 003BF72A
0001F985 0012FB1E
001B945A 00313EF8
016BB097 011E7CFC
014EB538 00983309
01CD8C3E 014F1FB8
00D63A06 005C875F
01880F3A 01344F8B
01A67F03 01B810E5
005D570A 010AF96E
00C97A3D 00E0FC96
04A7B84C 00CEDB13
017858F3 013ABF2F
0386022B 024372AC
003A3882 0114E2DD
007460FC 016B9DB9
01378323 002128B6
022B5121 0020EB1B
000D3002 024CBCE5
0012E61A 00F80AD6
002409CE 0150C8E8
00D8D419 0082AE93
01E73D1A 00AC9DF2
0024464C 002319B9
014F00C3 0069E48B
00C93172 006AD21B
0145688F 00470B63
01436BE4 00CA20A9
02A16F5B 00D09AB3
0115D036 00AACE55
03804EC3 013B5178
00436B91 002B5EBA
0070CB38 00CE21A9
01084BED 0019F4C2
006D25EE 01543866
00EC4747 00B86992
01373768 00ADDCFC
006E9C6B 010CEDC1
0028EA30 0149CEE0
00247F30 01208D1F
014A754C 024D8131
003CFA11 0069D59C
01A1959B 0035A716
005196FE 00A02FCF
00688745 00395CDB
006BC905 001F8E63
0075A3DC 005FC259
0206AB5C 00604CBD
0003F459 0022FD37
00A880BD 012D636F
008EAEC8 000965B9
019F2B06 002E37DD
01D4052B 028AA035
001CC3A8 00A053D0
0054259D 009C0D45
01D6D5E3 014118B3
00A1CB80 0188168E
00308D39 0043BE1A
02B78C24 01CBE30E
01273FF2 023BF04E
00733BC3 01C88B38
03CD12DA 0082F2F8
00445412 015EA8F4
0166388E 006309FB
01254B10 0113573F
0075009D 00F378CE
002388D7 02799639
0094FC4A 00F67A21
0180056B 013F0728
0149631B 00520E23
0027A2B1 004611D8
00249FE3 0070D9AC
036BB5F3 00282F93
00681D6F 0039D128
00EC82E7 020842CF
024C4418 00B4E776
00B792C5 00B4C207
01DB8533 009F8771
0002C0B7 03D7F277
00AFC5FB 023BD1D1
00F366D1 00E3B973
01246A02 01F03708
00896C33 00DEA46D
005B1284 0014D1A6
00074020 00672C88
0037B1CF 0028CF46
03877B28 008C7D32
006D1E40 0144709E
0075DF49 00C48C38
010ECE85 001CFFFA
009590A3 00C27170
0144A3C7 005DB1CB
003EC7E5 017CCB10
01A7701D 01DED146
02E868B0 01ECA7FB
01643B3D 008CCE7E
00E1E3E7 00BFE4DB
01AEC5D0 00370FA8
00EC7F19 00E2A503
00FB63B0 00AEDBD1
010FCE09 005C5978
000E918A 014EB084
0049BF63 0196B5F4
010226F3 00FD6F43
004CC24D 02124150
001B20B0 0007FB0C
00FF7566 0076FDBA
00A70FA9 058CEC53
00C56743 001EB965
032580DF 007813DA
00850D1C 00375583
01DF4B2F 011BD045
00D0A58C 00062DD8
00CDCF0F 015D551A
01279BB0 00B74ACC
006071FB 00848324
005F1BAE 033C52A8
003E6668 01AAF53D
01E53D63 007A34D8
00BFFF9D 017EC5A4
0078DA2E 02899EB4
004D40E6 006B163D
00B9A13B 00B8EF64
028B789E 0021D19B
000815CB 00AE8BE0
005CEB83 01A16248
019F569A 0035AEE7
00D5BCE4 0307F878
00AAD8AC 0081A394
00C92082 00CF434E
00977209 01985936
004CC9B8 0079E42F
0053C83B 004395F8
0010560B 006BE81C
0113922F 014DB0DB
0066C3B0 026A6376
010C4CAD 007413B0
002E4074 00D74F20
003331D7 004F2E2C
014295A1 0538723B
01859E4A 012C27EC
00589479 01363FA4
0122B8B4 027C306B
00576D0B 00522D4B
023E3A18 00FC75A4
02D943C7 004E9C0E
01DB67AD 01C7DC14
0129FF91 003D3ACE
0036C976 01701999
007F2B9C 00D6E109
01E4A694 00022DF8
0002587E 00CC3DAF
038D47F6 009F18C8
02572AF5 01854C07
00A40B43 0107B9FC
00B16C5C 01B48EE4
00DCAEE9 019F486B
00173F9D 024F3DA0
011B2A41 0186D00B
00427735 006C45AE
003ABDCF 00750365
0000858C 001C827B
00303F39 00CDF5CC
01E127FF 00200EB1
00211374 0216D1E0
009CF63E 00292D50
002A54B0 007DAF78
00025720 001B6DD8
01C2381E 0121B96B
01F7D177 00DA7EED
00F9A3B1 016AC006
0012E049 018FD17E
